,question
4116,Which language was considered the language of the people?
4117,In what sense must you be observing the curvature of space-time?
4118,Who has a twin brother?
4119,When did New York State ban unmarked cars for traffic cops?
4120,These types of corruption can harm what?
4121,"During her free time, what did she play with?"
4122,"""Where did the old woman who """"had so many children she didn't know what to do"""" live?"""
4123,What is the center of the nervous system in all creatures?
4124,Which planet has been the focus of investigations for signs of life?
4125,What country famously bans chewing gum?
4126,What is the commonly held notion regarding the dual nature of the soul called?
4127,"Ghosts and Lost Cities, are which type of entertainment?"
4128,Which country is debated as intermittent and/or least of great powers?
4129,What is the extent of God's knowledge?
4130,What hides the stubs of a tree's lost limbs from being visible later in its life?
4131,What does corruption undermine in politics?
4132,"Despite its name it is square and contains the arena for boxing contests, what is it called?"
4133,What type of creature is a 'Spanish Fly'?
4134,What are individual cognition and collective behavior are levels of?
4135,How many New Yorkers are of Polish ancestry?
4136,What can insects do with each other in a variety of ways?
4137,If you wanted to somehow clone the original signal you could use?
4138,Where was the creator of Heading Out born?
4139,What was the teacher's role while the child was with them?
4140,"Which two word term is used to describe the gravitational boundary enclosing a 'Black Hole', from which nothing can escape?"
4141,What technology helped the downfall of samurai?
4142,What is the name for an instrument for sending messages using reflected light from a moveable mirror?
4143,"""The song """"Shall We Dance"""" is from which musical?"""
4144,What is considered central to the teachings of Buddhism?
4145,What is the name for a group of whales?
4146,"After The Drawing of the Three was written, how many pages did the series end up containing?"
4147,What mechanism cause the bombs to be released?
4148,"""In you are dining """"al fresco"""", where are you?"""
4149,"According to the wealth concentration theory, what advantage do the wealthy have in accumulating new wealth?"
4150,What branch of idealism believes that reality is fundamentally nonphysical?
4151,How many phases of matter are there?
4152,Andrei Lugovoy and Dmitry Kovtun are suspects in the murder of whom?
4153,What does the experience of pain have throughout cultures?
4154,What story has little foundation in truth?
4155,What force changes an objects direction of travel?
4156,What keeps bacteria at bay in human body?
4157,The pineapple is native to which part of the world?
4158,A person below the age of majority may gain adult rights through what process?
4159,Which set of countries have higher economic mobility than the United States?
4160,What can be worn in cold winter weather?
4161,"""Which popular British comedian had as his catch-phrase, """"You Lucky People""""?"""
4162,Why do some people purposely resist officers of the law?
4163,What modern concept was created from many fields of mathematics?
4164,When did the romantic era end?
4165,Spelunking is the recreational pastime of exploring what?
4166,What transportation with gull-wing doors was used in the Back to the Future franchise?
4167,"Which member of Quintessence Films produced the film ""Kids""?"
4168,Who did Beyonce have a relationship with?
4169,"In general, what is usually the alcohol content in most beer?"
4170,What type of sensor transmits sound above the range of human hearing?
4171,What varies with time?
4172,What is Chicken Fried?
4173,What is determined by an object's movement through space?
4174,"According to the Bible, on which day of Creation did God make man?"
4175,What is the name for the process of a succession of lifetimes?
4176,What is the name of a community of ants?
4177,If you drove a AMG performance luxury saloon car what make of car would you drive?
4178,What type of feeling is pain?
